20240327	19:01:31	ba304936-5021-4bab-b28c-43ea81d9033a	/new-page	GET
20240327	19:01:31	964b8bec-b535-4962-aaba-c532eacfec14	/css/style.css	GET
20240327	19:01:31	f4d0414a-8c23-404b-b549-c361f89d445e	/img/img.png	GET
20240327	19:01:31	ca75d9d7-ffc9-422f-8686-526ab3c8fab9	/favicon.ico	GET
20240327	19:01:32	b7c22402-0084-482d-b8b3-00bbd2215d42	/new-page	GET
20240327	19:01:32	f18a220b-58e0-4c66-9210-10963f41126f	/css/style.css	GET
20240327	19:01:32	f2420bc2-daae-4c14-b373-d7b9008e2eeb	/img/img.png	GET
20240327	19:02:42	5d4ca09d-b7cc-4488-ac78-c0e0216ff20a	/new-page	GET
20240327	19:04:04	1c0f83b8-5b15-4da3-b9c0-d1696a74193e	/new-page	GET
20240327	19:04:34	7ad7fec8-d7aa-46e3-9471-775f4dee3551	/new-page	GET
20240327	19:04:34	61344656-88df-4e8d-9281-912bcfa5a092	/css/style.css	GET
20240327	19:04:34	8b1581cc-dbd2-41c6-a345-bb39fec31bb1	/img/img.png	GET
20240327	19:04:51	4d002d5b-2f82-461b-a6e1-41b03b2c1a3a	/index	GET
20240327	19:04:51	3149d00a-2f1f-4b6f-9f40-00aefa31d972	/css/style.css	GET
20240329	18:20:04	95b46f28-fb93-4441-8c45-f073a3e3642b	GET	undefined	/
20240329	18:20:04	b731bd44-14db-4f25-87cd-82ec82a68898	GET	undefined	/css/style.css
20240330	10:53:31	d33ed77c-0042-42b1-b97d-054d11fc363f	GET	undefined	/
20240330	10:53:31	e88fbe24-fe76-4451-8589-990f2c21494a	GET	undefined	/css/style.css
20240330	10:53:31	a74b7666-7395-4b34-9ec1-bdde0d8d5c76	GET	undefined	/favicon.ico
20240330	10:57:19	7f2ae63e-6acc-4104-9477-4378012c56dc	GET	undefined	/
20240330	10:57:19	f7f2f795-812b-4b96-94ef-c319578706f6	GET	undefined	/css/style.css
20240330	11:05:18	d74e9f35-1fbc-4dce-927a-b36fa55149d6	GET	undefined	/
20240330	11:05:47	58f0398d-1337-4dd4-be62-9de1ac69aaf3	GET	undefined	/
20240330	11:06:50	48450bd7-138d-4cc0-9418-f2c656d900c3	GET	null	/
20240330	11:08:00	844af51f-bc65-4d0c-b097-648f5093b15c	GET	null	/
20240330	11:11:36	2a8fb961-16ba-4e50-afd4-a95361c9efda	GET	undefined	/
20240330	11:11:55	17abe93d-29ce-4d08-8136-1f94b85662f2	GET	undefined	/
20240330	11:12:38	9bbcb464-112f-4b1a-9387-6be502778bad	GET	undefined	/
20240330	11:12:38	96c3f266-8e3c-40e3-8b60-2ec01a2c0ec0	GET	undefined	/css/style.css
20240330	11:12:55	77a2865c-ccad-4e71-a28a-23107f2e2fb0	GET	null	/
20240330	11:16:47	ba31b8cd-589d-4632-94b1-d16cf13144e7	OPTIONS	https://www.google.com	/
20240330	11:16:47	e962a6dd-2ac7-49e9-b6e0-d6fe66878998	GET	https://www.google.com	/
20240330	11:19:33	488b9800-0f95-4cb9-8b97-8387485fe867	GET	undefined	/
20240330	11:20:23	966e0b91-fcf5-4adf-9c0f-8abf1e879208	GET	undefined	/
20240330	11:20:23	9c84e8e0-4901-49b7-bee0-a32c3c559b5c	GET	undefined	/css/style.css
20240330	14:21:42	e5177179-d1f6-4830-bc64-58c1435d91b3	GET	undefined	/
20240330	14:21:42	94ae4cee-371b-4274-a6c7-174e79896e37	GET	undefined	/css/style.css
20240330	14:21:44	f53ec98e-3ba7-480b-a903-4d70bebb94d2	GET	undefined	/favicon.ico
20240330	14:21:51	6b45f5b9-adfa-42b7-bf4f-757dc6b0f0ce	GET	undefined	/
20240330	14:21:51	bfb519a5-2cc3-46b2-b955-09814df00f5f	GET	undefined	/css/style.css
20240330	14:24:21	06c5c934-1a1c-412d-a901-1e72de50a1e1	GET	undefined	/date
20240330	14:24:21	5d1a4903-134d-453d-a16e-775628bf94e7	GET	undefined	/css/style.css
20240330	14:24:25	3da1dc0b-d85a-4b9e-8849-325f2993da22	GET	undefined	/dave
20240330	14:24:25	528aa981-185e-4092-8aed-117769a27abc	GET	undefined	/css/style.css
20240330	14:28:37	274c65dd-fa40-48d0-8831-1885c6e8ec83	GET	undefined	/dave
20240330	14:28:37	5a9b986d-70e6-44bb-9c1f-ef4b8a69f90f	GET	undefined	/css/style.css
20240330	14:28:42	3bf022f7-0192-4180-93f1-50d140639633	GET	undefined	/dave
20240330	14:28:42	4cf9645c-6b29-49c5-814a-c91b50de483a	GET	undefined	/css/style.css
20240330	14:37:33	6baded8a-62b8-404c-b18c-b29cddd27693	GET	undefined	/
20240330	14:37:33	38ab82ee-2aa9-4c3a-bad6-1882650ff855	GET	undefined	/css/style.css
20240330	14:37:44	ae5e24b4-4b1d-4b25-9916-031f96329abc	GET	undefined	/subdir/
20240330	14:37:58	a7325b9a-8fdd-4056-b5ce-9007b24395ca	GET	undefined	/subdir/test
20240330	14:37:58	b91a3506-f30e-4e08-a01e-082a3699551c	GET	undefined	/subdir/css/style.css
20240330	14:38:12	bf528b8c-0948-4daa-8e41-50d268ea7225	GET	undefined	/subdir/test.html
20240330	14:38:12	fa55dd24-91fc-4d86-b5a6-4c6dbb1ba924	GET	undefined	/subdir/css/style.css
20240330	14:39:14	a9fd6da6-f3ae-4cdd-922e-300fd6cb7d4c	GET	undefined	/subdir/test.html
20240330	14:39:14	6ae21d04-04cf-4650-8dc2-a0670d6a635d	GET	undefined	/subdir/css/style.css
20240330	14:39:14	8e01e7ba-f5f8-482a-a7dc-9a8407c86e24	GET	undefined	/subdir/test.html
20240330	14:39:15	6b7e13ae-96b7-437b-9135-da90fa368f09	GET	undefined	/subdir/css/style.css
20240330	14:39:34	bbd3abef-5964-4787-8859-e74f201d3567	GET	undefined	/subdir/test.html
20240330	14:39:34	f13e626a-dd15-4639-87c6-76c93735eaf0	GET	undefined	/subdir/css/style.css
20240330	14:40:04	028d4c7d-6e5b-4c9f-a829-5435fa2f558f	GET	undefined	/subdir/dave
20240330	14:40:04	30b7282f-96cb-4fdb-8975-8206ee44b079	GET	undefined	/subdir/css/style.css
20240330	14:43:45	9c9c3219-2dd5-4636-9ec0-b6b0c15fa38b	GET	undefined	/subdir/test
20240330	14:43:53	0dce85af-5251-4591-9b4e-0de63695d84a	GET	undefined	/subdir/test.html
20240330	14:43:56	7889142a-a892-41bf-bdad-7fc77c8bb35d	GET	undefined	/subdir/
20240330	14:43:58	bf081299-4525-4eac-82eb-31cebde1bd4c	GET	undefined	/subdir/dave
20240330	14:43:58	7e5190d2-5758-4202-9dfd-70e52103ce81	GET	undefined	/subdir/css/style.css
20240330	15:07:38	7a1f0e79-7aff-47ea-a1b8-351c90e081ff	GET	undefined	/dave
20240330	15:07:38	1a792e12-9ff9-4a3a-be2d-90210708ce2a	GET	undefined	/css/style.css
20240330	15:08:24	abe97fe4-ecc8-4148-ab05-25b75a3c5fda	GET	undefined	/subdir/dave
20240330	15:08:24	d4d914b6-9b76-48fb-867b-508b7aada265	GET	undefined	/subdir/css/style.css
20240330	15:14:08	bc36b5c9-3567-4261-b836-a4d1f11cd245	GET	undefined	/subdir/
20240330	15:14:09	a4c3c011-82dd-4163-957a-49ce719e8c71	GET	undefined	/
20240330	15:14:09	3a588bea-ed24-416c-8a6a-c9be75917420	GET	undefined	/css/style.css
20240330	15:14:18	7dcdb1d2-e05f-472a-9f53-6b9a66fea486	GET	undefined	/new-page
20240330	15:14:18	c84ecdac-804f-478a-be63-e1bf3e43f8bc	GET	undefined	/css/style.css
20240330	15:14:18	866da8b0-004b-4c51-9b3f-9a76b4b0ee89	GET	undefined	/img/img.png
20240330	15:14:30	1d3d3984-69d0-4a85-8abd-9acb1b7dc3f5	GET	undefined	/old-page
20240330	15:14:30	1f560fcc-dc7b-4a59-b891-92fbca834425	GET	undefined	/new-page.html
20240330	15:14:30	56afc6b3-12a0-4009-8ba8-d3f461cc35e8	GET	undefined	/css/style.css
20240330	15:14:30	0055110d-c460-40e2-bbf1-500d4d7dd32e	GET	undefined	/img/img.png
20240330	15:14:37	2708683c-aa68-409a-8d62-fd16d169cedb	GET	undefined	/index
20240330	15:14:37	f4ff8b56-5f4a-4bd1-a233-842b86f995fd	GET	undefined	/css/style.css
20240330	15:36:34	d6c96823-6cd3-47da-a7af-1ad134ab70bd	GET	undefined	/employees
20240330	15:37:25	b9b74863-1a81-4024-9ea2-4e384e519f44	POST	undefined	/employees
20240330	15:37:43	a76e725f-fad5-4c4b-8209-feb8b7f0a051	POST	undefined	/employees
20240330	15:38:30	8dafc0e9-c46a-4f82-ba0b-4a53b87a7406	POST	undefined	/employees
20240330	15:39:03	016fb02c-25ce-4427-9d17-535bfb29c361	POST	undefined	/employees
20240330	15:40:17	ab83f905-c974-4f31-9d79-a7a859dcf25c	POST	undefined	/employees
20240330	15:41:14	5ef689eb-fcbf-46ad-b68a-f4e64d9855a7	GET	undefined	/employees
20240330	15:42:55	fdcec7a6-6470-4eb8-952f-5f8846d17008	PUT	undefined	/employees
20240330	15:43:23	eead656e-0df4-413a-91e9-052eca418343	PUT	undefined	/employees
20240330	15:44:29	4cf7a653-7d28-42c9-bd78-84908c12b8e1	DELETE	undefined	/employees
20240330	15:45:13	59867795-7d22-49cd-b0f3-993843a74c68	GET	undefined	/employees/1
20240331	16:53:32	aafd69e5-f165-4bb8-98cd-59c6c583e926	GET	undefined	/employees
20240331	16:53:51	68f3bc07-0ca4-4acd-8fea-a09698a516d8	POST	undefined	/employees
20240331	16:54:31	a4e1da82-00f8-473f-98d0-bc9cfb7f1846	PUT	undefined	/employees
20240331	16:54:36	5f43c52e-7962-4d07-8fbe-70614980824f	PUT	undefined	/employees
20240331	16:57:29	e84908de-5bdf-4417-897d-8239486fd628	PUT	undefined	/employees
20240331	16:58:02	682932d1-94eb-4bb8-b050-ce5c9b0e1019	POST	undefined	/employees
20240331	16:58:08	775cd79a-7f31-4717-9c0e-e6f53b531245	PUT	undefined	/employees
20240331	16:58:24	01b50277-002d-43cd-b7a7-ce93e81db611	DELETE	undefined	/employees
20240331	16:59:17	1a0e9038-c7bc-4c76-8096-89ae67c57185	POST	undefined	/employees
20240331	16:59:20	ad826adf-e3f7-4095-8eb4-b6b14699d1c7	GET	undefined	/employees
20240331	16:59:26	651be206-afdd-49f2-bd8f-7ac8be0e7bdc	PUT	undefined	/employees
20240331	16:59:33	46c66e41-dfe6-4792-919c-aa0c180cad7c	DELETE	undefined	/employees
20240331	16:59:48	ed41d866-01ca-4d29-9cdc-9c30eb931eae	GET	undefined	/employees/1
20240401	18:50:27	22b1cbf1-677a-4762-825d-3b40302c304d	GET	undefined	/
20240401	18:50:27	8b26ada5-e9c3-4ba7-b914-5613b661a933	GET	undefined	/css/style.css
20240401	18:50:27	b0bd5fcc-ad3c-4db2-9116-0116081b34dc	GET	undefined	/favicon.ico
20240401	18:54:58	0890772c-c7f8-4bad-b693-28b0cbaab949	POST	undefined	/register
20240401	18:57:01	48680edb-ba49-4f4f-9fe3-608b6c857a1e	POST	undefined	/register
20240401	18:57:24	7e18ceb7-5dd3-4771-a197-347219b95791	POST	undefined	/register
20240401	18:58:43	cbccfb6a-b616-4a8f-ad95-bdfbc44b9d96	POST	undefined	/register
20240401	19:09:21	15cfb4d1-ae62-4710-accd-4a5af38a6ce3	POST	undefined	/register
20240401	19:25:43	b1d19ae7-26f8-4ff6-9405-b7835ec47801	POST	undefined	/auth
20240401	19:27:01	70972dee-1ea6-44c6-8f19-3637759fa4fb	POST	undefined	/auth
20240401	19:27:12	6988bdfa-7d44-41b6-9ac2-a5cc789c389b	POST	undefined	/register
20240401	19:27:16	22ac9780-03d9-4b2c-acf2-f1e63d2a95e0	POST	undefined	/auth
20240401	19:27:32	9025f50f-6d28-43af-97a7-cdfc3c3be96f	POST	undefined	/auth
20240401	19:27:37	adf4e81c-e6ce-4c48-be72-777958c7e541	POST	undefined	/auth
20240401	19:27:51	bdf94295-0556-4594-9d81-650e57c4999b	POST	undefined	/register
20240401	19:31:41	ba3625ba-138a-4f3c-9ce1-93d87ce94d45	POST	undefined	/register
20240401	19:31:44	5811c3e3-abe9-45ac-925a-e2469958694f	POST	undefined	/auth
20240401	21:05:05	f97b6275-f7ca-4f82-ac0f-d58e14ad9e58	POST	undefined	/auth
20240401	21:06:44	46e12de1-451f-44b6-bd4b-9b9937112717	POST	undefined	/auth
20240401	21:08:11	beeebc04-4395-49bb-8575-1ea0d2605646	POST	undefined	/register
20240401	21:08:15	3b36b2d8-1ae1-41f4-9572-0028bddc7c85	POST	undefined	/auth
20240401	21:09:30	4ba1ef1a-3831-44f5-929f-6802825ef4ef	POST	undefined	/auth
20240401	21:11:05	7aefed03-2c3d-4ea7-82fd-96c8bcc6615b	POST	undefined	/auth
20240401	21:11:23	61cab1a1-3883-4d66-a790-a9fd00555253	GET	undefined	/employees
20240401	21:11:40	f3068980-980d-4ac8-a079-df2a9d42994f	GET	undefined	/employees
20240401	21:14:45	ba5c5dd1-f088-41aa-9b79-03ae7590d2a2	POST	undefined	/auth
20240401	21:15:01	ba45dd05-c371-4f7c-a6d2-bd9e63e2978a	GET	undefined	/employees
20240401	21:15:04	a919d919-eb12-4fe3-befd-b942709e5876	POST	undefined	/auth
20240401	21:15:08	6cdab7a7-c53d-43c8-838b-efff78057fa2	GET	undefined	/employees
20240401	21:15:21	7ea8b426-6ecb-4cda-970a-ce5bd07e2f92	POST	undefined	/auth
20240401	21:15:23	33b486e3-0983-4da2-afb5-52ce75f116db	GET	undefined	/employees
20240401	21:15:35	4592b0e4-1459-4beb-8d34-4ddf491a5f8f	POST	undefined	/auth
20240401	21:15:43	6e851b6d-1c75-4358-951c-029e7deef117	GET	undefined	/employees
20240401	21:15:43	6a670e59-ac35-4bba-a5f9-a94ccdcec2fb	GET	undefined	/employees
20240401	21:15:50	c9250b50-259a-45a4-8334-bd0d9d3678e7	GET	undefined	/employees
20240401	21:15:51	077e0245-92cc-4268-9db1-8c6b33f6eeeb	GET	undefined	/employees
20240401	21:15:52	82b4e188-9f49-40cb-9321-8ab56a833b00	GET	undefined	/employees
20240401	21:15:53	eab8edbc-24a0-4f2a-a4b6-e63dd3bb18f5	GET	undefined	/employees
20240401	21:15:54	cce8fce5-9d7b-4912-b390-997152bbea64	GET	undefined	/employees
20240401	21:15:56	60267a19-6391-4a27-8b5b-e0dae9208f45	GET	undefined	/employees
20240401	21:16:00	1819f070-b9ed-4f73-ba72-96c41f1096db	GET	undefined	/employees
20240401	21:16:05	86193295-9aa0-4fad-b01d-04a5e87841aa	GET	undefined	/employees
20240401	21:16:19	311290fa-6b12-4145-891f-49d60fa754d1	POST	undefined	/employees
20240402	09:02:19	2d35f227-3d23-480b-9646-4fe9fef3a5fb	POST	undefined	/auth
20240402	09:04:25	18ac8b72-f841-4b1d-baca-d4ea1c9f8673	POST	undefined	/auth
20240402	09:04:27	81a1a37a-ec35-430b-98ce-962642ec21ed	GET	undefined	/refresh
20240402	09:05:22	e4293f9c-ad33-4297-be02-cd493bdf635d	GET	undefined	/refresh
20240402	09:05:24	ae2e691a-76b3-43b1-8665-cceea4552e6c	GET	undefined	/refresh
20240402	09:05:25	c2d1b58e-e5df-4cb8-b6b1-60a25066632c	GET	undefined	/refresh
20240402	09:05:26	b1897ee0-144e-4c7b-a2e7-42eaac76cf5a	GET	undefined	/refresh
20240402	09:28:39	0f6fc1fe-d603-49d0-8eb3-a235c7d741cd	POST	undefined	/auth
20240402	09:29:24	084ad32e-a9da-45d8-ae3e-de05cdb43c92	GET	undefined	/logout
20240402	09:29:49	95677c62-4517-4aa9-a6c4-8031b4d9709e	GET	undefined	/refresh
20240402	09:30:14	ba385feb-684e-4ef6-9997-6fc16b1fefbd	POST	undefined	/auth
20240402	09:30:17	61a4b9ec-afd7-4d17-bd3e-e19e25d2ba98	GET	undefined	/logout
20240402	09:30:19	d4aa2079-a18c-4ab4-b941-4fb662616f66	GET	undefined	/refresh
20240402	09:31:25	e5d3f6c4-8564-4b77-9999-dcd4f7affcfa	GET	undefined	/refresh
20240402	09:31:38	392a4fda-0998-4723-a2a0-32a17c3c0d66	POST	undefined	/auth
20240402	13:33:49	71524a71-d54e-4bdc-9112-4a94bdcfb072	POST	undefined	/auth
20240402	13:34:18	49dc393c-ac69-4bde-b836-a978bab70366	GET	undefined	/employees
20240402	13:34:47	865be104-00d7-43df-b135-36a644dfe3fa	POST	undefined	/employees
20240402	13:35:00	26701f98-8ea2-44c3-bce4-ba2175126b9c	POST	undefined	/auth
20240402	13:35:08	49218565-02e7-4514-a8e9-07be8d4fe3af	POST	undefined	/employees
20240402	13:35:29	a8152e7e-d2c4-470b-a23d-4d3652e6c4c0	GET	undefined	/employees
20240402	13:35:53	94cda470-14a8-4645-8e81-269fe64c3654	POST	undefined	/auth
20240402	13:36:02	b6c22d32-f484-43aa-b925-f061ace01fed	POST	undefined	/employees
20240402	13:36:23	4f4a99b5-b952-48d4-8825-0432f9b9fa09	DELETE	undefined	/employees
20240402	13:36:27	6ab9ed3d-5a70-4208-8a59-133e7c878fd9	POST	undefined	/auth
20240402	13:36:35	5f573cba-4ba7-4436-8ac8-a35f0d6b4aaf	DELETE	undefined	/employees
20240402	13:36:38	e7a62502-d5d9-4d50-b141-9c2f37521d72	POST	undefined	/employees
20240402	13:36:41	f318627e-f8a7-4aaa-9cb5-64f56159e1e1	POST	undefined	/employees
20240402	13:36:47	9ec9655d-2faf-4f78-a61f-994a7dbb49bd	DELETE	undefined	/employees
20240402	13:37:21	6c4c7b4c-1812-49aa-935c-5751a4262b13	POST	undefined	/auth
20240402	13:37:33	7710c9cc-23b5-43c9-a8da-286bec4b0b17	DELETE	undefined	/employees
20240402	13:37:44	88858f5b-d2c6-46f5-8cf9-132958a1fcd8	POST	undefined	/employees
20240402	13:37:48	8b59bfe4-cc6d-4a9f-b2d0-2bb64048e743	DELETE	undefined	/employees
20240402	16:29:58	343d58be-97d4-460c-b622-c8f1c36a18a1	POST	undefined	/register
20240402	16:31:30	1a92ec7e-a15d-4b45-aeb7-980cde92098a	POST	undefined	/register
20240402	16:31:54	d16dbc8e-3f93-4762-8474-834e0fe2a3fb	POST	undefined	/register
20240402	16:54:42	e6318f33-edf7-42e9-a833-77a8b38d5939	POST	undefined	/register
20240402	16:54:55	562d94cc-86da-43e8-847d-f930acd00631	POST	undefined	/register
20240402	16:55:20	23c44c4d-a7d6-46e7-8629-97190c4d41eb	POST	undefined	/auth
20240402	16:55:30	a1211c8b-70cc-4b24-b2fa-a041243f5273	POST	undefined	/auth
20240402	16:56:23	a23e1bbf-fcf9-4437-898b-1c6d24f028fc	GET	undefined	/refresh
20240402	16:57:07	50b23cf5-b0c5-4246-8dc0-a9d154c04af2	POST	undefined	/auth
20240402	16:57:15	1cc81600-c833-4c08-8be4-a62e69c28975	GET	undefined	/refresh
20240402	16:57:55	0051dee6-b3e0-453e-9629-adea07af4f86	GET	undefined	/refresh
20240402	16:58:14	76b072a0-a8df-4d34-81b5-d75d070bbae5	GET	undefined	/refresh
20240402	16:58:15	73b31f31-27b2-4ccb-8343-2e1a720627df	GET	undefined	/refresh
20240402	16:58:16	5626db2a-0d9b-4976-8741-894bd0489b1c	GET	undefined	/refresh
20240402	16:58:23	f81b046b-0c82-4028-bc16-c3a5fb7522e5	POST	undefined	/auth
20240402	16:58:26	eee8ab01-bb13-4aa1-8b01-10d50b8c0bac	GET	undefined	/refresh
20240402	16:59:11	ac4252ea-bc6b-42b3-9111-7849cf0315ba	POST	undefined	/auth
20240402	16:59:14	4f7fda6d-b17e-4d66-9985-81d74384c1e6	GET	undefined	/refresh
20240402	17:00:04	774090de-2705-49e4-8395-ed52eb3e1b39	POST	undefined	/auth
20240402	17:00:07	fc798c6e-a123-4a37-8c74-298f9ae79442	GET	undefined	/logout
20240402	17:20:52	cd2ed3c3-8c38-4166-9e1e-946c5243cb3b	POST	undefined	/auth
20240402	17:21:02	0283dea7-2dc0-4fa9-986c-c81aad64e101	GET	undefined	/employees
20240402	17:21:12	d1546bba-c1b0-448b-b0cb-824a0a48fa85	GET	undefined	/employees
20240402	17:21:48	de8f8ee1-435e-4b88-bfcc-7455dc701376	POST	undefined	/employees
20240402	17:23:40	2cb2c51a-d2f8-4217-a7d6-9fd4d54e5004	POST	undefined	/auth
20240402	17:23:56	8b3b1c30-8c2a-4642-847a-00f31e8cc0fd	GET	undefined	/employees
20240402	17:24:30	ae4a98f0-8cde-4526-bdb1-b0668c203bab	POST	undefined	/employees
20240402	17:24:33	18975f50-5f58-4730-afa0-f0ca8fdd8a03	GET	undefined	/employees
20240402	17:25:52	66a6cebd-7517-4ce2-bbb4-f09c10f6c189	GET	undefined	/employees/660bee72e54b414045c635c6
20240402	17:26:42	db522b2e-bc3d-4fe5-ac77-c806d4eee897	POST	undefined	/employees
20240402	17:26:46	54c80989-bfa9-43b3-9a7b-0f893ab6bf68	GET	undefined	/employees
20240402	17:27:05	3c0fff65-59c0-4ea4-9280-93fe70271a5b	PUT	undefined	/employees
20240402	17:27:14	d94a891c-e3fa-4506-8c68-2661d44a5391	POST	undefined	/auth
20240402	17:27:26	def74515-92fe-4341-9a4a-3113afe452d0	GET	undefined	/employees
20240402	17:27:30	c22011b3-d475-4ca8-a4a0-7ba829c35380	PUT	undefined	/employees
20240402	17:28:30	a23069b0-0ae4-4c5c-9b20-b3d779cb0d9c	POST	undefined	/auth
20240402	17:28:41	fcbefa1f-3329-4993-8475-9c32277f4731	GET	undefined	/employees
20240402	17:29:03	e0289fbc-dca9-4373-a716-9c85bd886a3d	PUT	undefined	/employees
20240402	17:29:09	884fd911-6375-4d19-9bf7-54b33d6c7b56	GET	undefined	/employees
20240402	17:29:25	0a115004-15ac-4cb3-89f8-18edd937f090	DELETE	undefined	/employees
20240402	17:29:30	1beff04a-cadc-401c-8f0c-4063fdaae121	GET	undefined	/employees
20240403	14:10:59	75a3b85b-1f96-48cf-8e97-e2148950cad0	POST	undefined	/register
20240403	14:11:03	124a7e10-c74b-4217-882b-d426b7d9fc72	POST	undefined	/auth
20240403	14:11:08	9ffa50b5-007b-4d16-a9b9-6997d12b4160	POST	undefined	/register
